case_id,activity,timestamp,resource,batch_size
BATCH_00504,Material Allocation,2023-09-30 14:34:21.140290,Machine X,1981
BATCH_00504,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,1981
BATCH_00504,In-Process Quality Check,2023-10-01 01:06:52.169078,Worker B,1981
BATCH_00504,Assembly/Packaging,2023-10-01 02:07:02.630096,Machine Y,1981
BATCH_00504,Final Quality Check,2023-10-01 03:04:43.956297,Warehouse Staff 1,1981
BATCH_00504,REWORK_Order Fulfillment,2023-10-01 04:41:10.889230,Worker A,1981
BATCH_00504,Order Fulfillment,2023-10-01 05:27:56.092736,Machine Y,1981
BATCH_00504,Shipment,2023-10-01 06:03:18.212809,Worker A,1981
BATCH_00505,Raw Material Arrival,2023-09-30 13:49:03.485784,Machine Y,4172
BATCH_00505,Raw Material Arrival,2023-09-30 14:09:26.298890,Machine Y,4172
BATCH_00505,Quality Check (Raw Material),2023-09-30 14:29:23.301231,Worker B,4172
BATCH_00505,Storage (Raw Material),2023-09-30 15:04:38.773254,Machine X,4172
BATCH_00505,Material Allocation,2023-09-30 15:28:26.061059,Warehouse Staff 1,4172
BATCH_00505,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,4172
BATCH_00505,REWORK_In-Process Quality Check,2023-10-01 01:21:19.723532,Machine Y,4172
BATCH_00505,In-Process Quality Check,2023-10-01 02:04:20.169939,Worker B,4172
BATCH_00505,Assembly/Packaging,2023-10-01 05:54:54.208008,Worker A,4172
BATCH_00505,Final Quality Check,2023-10-01 06:54:35.985891,Warehouse Staff 1,4172
BATCH_00505,Storage (Finished Goods),2023-10-01 07:53:20.938312,Machine Y,4172
BATCH_00505,Order Fulfillment,2023-10-01 09:33:17.687522,Warehouse Staff 1,4172
BATCH_00505,Shipment,2023-10-01 09:40:44.114644,Worker A,4172
BATCH_00506,Raw Material Arrival,2023-09-30 19:29:24.938525,Machine X,4824
BATCH_00506,Raw Material Arrival,2023-09-30 19:43:57.307704,Machine Y,4824
BATCH_00506,Quality Check (Raw Material),2023-09-30 20:24:54.136470,Warehouse Staff 1,4824
BATCH_00506,Storage (Raw Material),2023-09-30 22:13:46.741106,Machine Y,4824
BATCH_00506,Material Allocation,2023-09-30 22:31:54.819929,Machine Y,4824
BATCH_00506,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,4824
BATCH_00506,In-Process Quality Check,2023-10-01 01:24:46.472202,Warehouse Staff 1,4824
BATCH_00506,Assembly/Packaging,2023-10-01 04:05:13.031349,Worker B,4824
BATCH_00506,Final Quality Check,2023-10-01 04:41:31.764094,Warehouse Staff 1,4824
BATCH_00506,Storage (Finished Goods),2023-10-01 05:48:19.226416,Machine X,4824
BATCH_00506,Order Fulfillment,2023-10-01 06:23:56.356991,Machine Y,4824
BATCH_00506,Shipment,2023-10-01 06:52:15.379114,Machine X,4824
BATCH_00507,Raw Material Arrival,2023-09-30 19:50:59.788963,Machine Y,4362
BATCH_00507,Raw Material Arrival,2023-09-30 20:17:01.694857,Warehouse Staff 1,4362
BATCH_00507,Quality Check (Raw Material),2023-09-30 20:46:01.908218,Worker B,4362
BATCH_00507,Storage (Raw Material),2023-09-30 21:46:40.773911,Worker A,4362
BATCH_00507,Material Allocation,2023-09-30 22:06:56.046314,Worker A,4362
BATCH_00507,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,4362
BATCH_00507,In-Process Quality Check,2023-10-01 01:21:05.488582,Warehouse Staff 1,4362
BATCH_00507,Assembly/Packaging,2023-10-01 02:24:16.461081,Worker B,4362
BATCH_00507,Final Quality Check,2023-10-01 03:03:06.467028,Worker B,4362
BATCH_00507,Storage (Finished Goods),2023-10-01 06:01:27.671522,Worker B,4362
BATCH_00507,Order Fulfillment,2023-10-01 06:48:01.182456,Machine Y,4362
BATCH_00507,Shipment,2023-10-01 07:20:49.778374,Worker A,4362
BATCH_00508,Raw Material Arrival,2023-09-30 12:35:13.462430,Warehouse Staff 1,2809
BATCH_00508,Raw Material Arrival,2023-09-30 12:53:24.537726,Machine X,2809
BATCH_00508,Quality Check (Raw Material),2023-09-30 13:09:47.942584,Warehouse Staff 1,2809
BATCH_00508,Storage (Raw Material),2023-09-30 13:50:12.929617,Worker A,2809
BATCH_00508,Material Allocation,2023-09-30 14:23:04.077672,Machine Y,2809
BATCH_00508,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,2809
BATCH_00508,In-Process Quality Check,2023-10-01 00:36:13.716791,Machine X,2809
BATCH_00508,Assembly/Packaging,2023-10-01 03:39:46.153177,Worker B,2809
BATCH_00508,Final Quality Check,2023-10-01 04:50:32.762760,Warehouse Staff 1,2809
BATCH_00508,Storage (Finished Goods),2023-10-01 06:22:51.573945,Worker A,2809
BATCH_00508,Order Fulfillment,2023-10-01 08:12:25.213837,Worker B,2809
BATCH_00508,Shipment,2023-10-01 08:48:17.450266,Machine X,2809
BATCH_00509,Raw Material Arrival,2023-09-30 15:13:24.381002,Worker B,4999
BATCH_00509,Raw Material Arrival,2023-09-30 15:23:09.292753,Worker B,4999
BATCH_00509,Quality Check (Raw Material),2023-09-30 16:01:05.372952,Worker A,4999
BATCH_00509,Material Allocation,2023-09-30 16:29:51.994624,Machine X,4999
BATCH_00509,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,4999
BATCH_00509,In-Process Quality Check,2023-10-01 00:28:59.317176,Machine Y,4999
BATCH_00509,Assembly/Packaging,2023-10-01 01:56:29.823180,Warehouse Staff 1,4999
BATCH_00509,Final Quality Check,2023-10-01 02:51:54.507963,Warehouse Staff 1,4999
BATCH_00509,Storage (Finished Goods),2023-10-01 05:03:14.176506,Machine Y,4999
BATCH_00509,Order Fulfillment,2023-10-01 06:47:39.029804,Worker A,4999
BATCH_00509,Shipment,2023-10-01 07:04:40.400575,Machine Y,4999
BATCH_00510,Raw Material Arrival,2023-09-30 13:13:22.939168,Worker A,3067
BATCH_00510,Raw Material Arrival,2023-09-30 13:20:55.694905,Machine X,3067
BATCH_00510,Quality Check (Raw Material),2023-09-30 14:01:30.202492,Warehouse Staff 1,3067
BATCH_00510,Storage (Raw Material),2023-09-30 14:57:30.688027,Machine Y,3067
BATCH_00510,REWORK_Material Allocation,2023-09-30 15:09:34.942901,Machine Y,3067
BATCH_00510,Quality Check (Raw Material),2023-09-30 15:47:40.523736,Worker B,3067
BATCH_00510,Storage (Raw Material),2023-09-30 16:33:14.788180,Machine X,3067
BATCH_00510,Material Allocation,2023-09-30 17:06:00.685711,Warehouse Staff 1,3067
BATCH_00510,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,3067
BATCH_00510,REWORK_In-Process Quality Check,2023-10-01 00:44:40.251010,Worker A,3067
BATCH_00510,In-Process Quality Check,2023-10-01 01:25:20.506351,Machine Y,3067
BATCH_00510,Assembly/Packaging,2023-10-01 05:08:12.548076,Warehouse Staff 1,3067
BATCH_00510,Final Quality Check,2023-10-01 05:53:10.553752,Warehouse Staff 1,3067
BATCH_00510,Storage (Finished Goods),2023-10-01 08:34:54.637586,Machine X,3067
BATCH_00510,Order Fulfillment,2023-10-01 09:31:09.763373,Warehouse Staff 1,3067
BATCH_00510,Shipment,2023-10-01 10:03:37.465474,Worker B,3067
BATCH_00511,Raw Material Arrival,2023-09-30 14:35:54.202430,Worker B,4309
BATCH_00511,Raw Material Arrival,2023-09-30 14:42:58.311894,Warehouse Staff 1,4309
BATCH_00511,Quality Check (Raw Material),2023-09-30 15:31:34.431939,Machine Y,4309
BATCH_00511,Storage (Raw Material),2023-09-30 16:21:05.206252,Worker B,4309
BATCH_00511,REWORK_Material Allocation,2023-09-30 16:38:02.089022,Worker B,4309
BATCH_00511,Quality Check (Raw Material),2023-09-30 17:37:59.764306,Machine Y,4309
BATCH_00511,Storage (Raw Material),2023-09-30 19:03:00.714249,Machine X,4309
BATCH_00511,Material Allocation,2023-09-30 19:18:55.779471,Machine X,4309
BATCH_00511,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,4309
BATCH_00511,In-Process Quality Check,2023-10-01 00:32:49.980024,Worker A,4309
BATCH_00511,Assembly/Packaging,2023-10-01 04:17:17.943876,Warehouse Staff 1,4309
BATCH_00511,Final Quality Check,2023-10-01 05:19:54.718874,Warehouse Staff 1,4309
BATCH_00511,Storage (Finished Goods),2023-10-01 07:58:59.956745,Warehouse Staff 1,4309
BATCH_00511,Order Fulfillment,2023-10-01 08:33:39.527238,Worker B,4309
BATCH_00511,Shipment,2023-10-01 09:28:54.510348,Worker B,4309
BATCH_00512,Raw Material Arrival,2023-09-30 19:49:03.063940,Worker A,3268
BATCH_00512,Raw Material Arrival,2023-09-30 20:16:00.250820,Warehouse Staff 1,3268
BATCH_00512,Quality Check (Raw Material),2023-09-30 20:55:53.292847,Warehouse Staff 1,3268
BATCH_00512,Storage (Raw Material),2023-09-30 21:33:35.287347,Worker A,3268
BATCH_00512,Material Allocation,2023-09-30 21:58:11.366798,Worker B,3268
BATCH_00512,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,3268
BATCH_00512,In-Process Quality Check,2023-10-01 01:25:04.875409,Machine X,3268
BATCH_00512,Assembly/Packaging,2023-10-01 05:09:52.483416,Machine Y,3268
BATCH_00512,Final Quality Check,2023-10-01 05:27:45.310947,Machine Y,3268
BATCH_00512,Storage (Finished Goods),2023-10-01 06:44:51.761051,Warehouse Staff 1,3268
BATCH_00512,Order Fulfillment,2023-10-01 07:32:17.498837,Machine X,3268
BATCH_00512,Shipment,2023-10-01 08:15:55.758970,Machine Y,3268
BATCH_00513,Raw Material Arrival,2023-09-30 17:07:55.990407,Worker B,4045
BATCH_00513,Raw Material Arrival,2023-09-30 17:15:41.397019,Worker B,4045
BATCH_00513,Quality Check (Raw Material),2023-09-30 18:13:33.048790,Machine X,4045
BATCH_00513,Storage (Raw Material),2023-09-30 18:48:09.051133,Warehouse Staff 1,4045
BATCH_00513,Material Allocation,2023-09-30 18:58:18.453567,Machine X,4045
BATCH_00513,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,4045
BATCH_00513,REWORK_In-Process Quality Check,2023-10-01 00:52:55.527056,Warehouse Staff 1,4045
BATCH_00513,In-Process Quality Check,2023-10-01 02:11:13.910703,Warehouse Staff 1,4045
BATCH_00513,Assembly/Packaging,2023-10-01 06:26:20.203281,Machine Y,4045
BATCH_00513,REWORK_Final Quality Check,2023-10-01 07:27:23.464671,Machine X,4045
BATCH_00513,Final Quality Check,2023-10-01 08:37:46.364409,Machine X,4045
BATCH_00513,Storage (Finished Goods),2023-10-01 11:25:33.862308,Machine X,4045
BATCH_00513,Order Fulfillment,2023-10-01 13:06:00.677531,Machine X,4045
BATCH_00513,Shipment,2023-10-01 13:26:44.886260,Machine X,4045
BATCH_00514,Raw Material Arrival,2023-09-30 18:52:42.340277,Machine X,2460
BATCH_00514,Raw Material Arrival,2023-09-30 19:21:25.212008,Worker A,2460
BATCH_00514,Quality Check (Raw Material),2023-09-30 20:18:37.653532,Machine X,2460
BATCH_00514,Storage (Raw Material),2023-09-30 22:15:44.866137,Machine Y,2460
BATCH_00514,Material Allocation,2023-09-30 22:33:10.261275,Warehouse Staff 1,2460
BATCH_00514,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,2460
BATCH_00514,In-Process Quality Check,2023-10-01 00:24:00.269577,Machine Y,2460
BATCH_00514,Assembly/Packaging,2023-10-01 04:08:10.174689,Machine X,2460
BATCH_00514,REWORK_Final Quality Check,2023-10-01 04:24:43.686075,Machine X,2460
BATCH_00514,Final Quality Check,2023-10-01 05:25:16.332730,Machine X,2460
BATCH_00514,Storage (Finished Goods),2023-10-01 07:47:12.318602,Warehouse Staff 1,2460
BATCH_00514,REWORK_Order Fulfillment,2023-10-01 08:22:14.720133,Warehouse Staff 1,2460
BATCH_00514,REWORK_Order Fulfillment,2023-10-01 09:20:22.963025,Worker A,2460
BATCH_00514,Order Fulfillment,2023-10-01 10:18:59.337698,Worker A,2460
BATCH_00514,Shipment,2023-10-01 10:48:46.929684,Warehouse Staff 1,2460
BATCH_00515,Raw Material Arrival,2023-09-30 20:57:29.765711,Machine X,2255
BATCH_00515,Raw Material Arrival,2023-09-30 21:21:04.239107,Machine X,2255
BATCH_00515,Quality Check (Raw Material),2023-09-30 21:56:49.175590,Machine Y,2255
BATCH_00515,Material Allocation,2023-09-30 22:16:47.707382,Machine Y,2255
BATCH_00515,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,2255
BATCH_00515,In-Process Quality Check,2023-10-01 00:45:40.644472,Machine Y,2255
BATCH_00515,Assembly/Packaging,2023-10-01 03:59:19.883505,Machine X,2255
BATCH_00515,Final Quality Check,2023-10-01 05:13:34.748157,Warehouse Staff 1,2255
BATCH_00515,Storage (Finished Goods),2023-10-01 06:15:49.503492,Machine X,2255
BATCH_00515,Order Fulfillment,2023-10-01 08:15:21.056411,Machine Y,2255
BATCH_00515,Shipment,2023-10-01 09:11:24.534664,Machine X,2255
BATCH_00516,Raw Material Arrival,2023-09-30 19:59:02.140429,Worker A,4999
BATCH_00516,Raw Material Arrival,2023-09-30 20:26:24.587904,Machine Y,4999
BATCH_00516,Quality Check (Raw Material),2023-09-30 20:59:49.990231,Worker B,4999
BATCH_00516,Storage (Raw Material),2023-09-30 22:49:54.216553,Worker A,4999
BATCH_00516,Material Allocation,2023-09-30 23:16:49.261208,Worker B,4999
BATCH_00516,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,4999
BATCH_00516,REWORK_In-Process Quality Check,2023-10-01 01:21:36.420887,Worker A,4999
BATCH_00516,In-Process Quality Check,2023-10-01 02:16:17.177980,Machine Y,4999
BATCH_00516,Assembly/Packaging,2023-10-01 06:15:56.876419,Worker A,4999
BATCH_00516,Final Quality Check,2023-10-01 06:35:48.456905,Warehouse Staff 1,4999
BATCH_00516,Storage (Finished Goods),2023-10-01 07:52:09.931572,Machine Y,4999
BATCH_00516,Order Fulfillment,2023-10-01 10:19:40.527019,Machine Y,4999
BATCH_00516,Shipment,2023-10-01 11:08:39.938288,Machine X,4999
BATCH_00517,Raw Material Arrival,2023-09-30 14:38:26.215708,Worker B,3386
BATCH_00517,Raw Material Arrival,2023-09-30 14:50:36.078389,Machine Y,3386
BATCH_00517,Quality Check (Raw Material),2023-09-30 15:30:20.493780,Machine X,3386
BATCH_00517,Storage (Raw Material),2023-09-30 16:06:02.876631,Machine X,3386
BATCH_00517,Material Allocation,2023-09-30 16:30:43.285510,Worker B,3386
BATCH_00517,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,3386
BATCH_00517,In-Process Quality Check,2023-10-01 01:25:53.581664,Machine X,3386
BATCH_00517,Assembly/Packaging,2023-10-01 05:49:24.802605,Machine Y,3386
BATCH_00517,Final Quality Check,2023-10-01 06:22:11.661925,Worker B,3386
BATCH_00517,Storage (Finished Goods),2023-10-01 08:45:12.577579,Worker A,3386
BATCH_00517,Order Fulfillment,2023-10-01 09:38:58.353487,Worker B,3386
BATCH_00517,Shipment,2023-10-01 10:29:40.599457,Warehouse Staff 1,3386
BATCH_00518,Raw Material Arrival,2023-09-30 13:43:34.983218,Worker B,4675
BATCH_00518,Raw Material Arrival,2023-09-30 14:09:34.514389,Machine X,4675
BATCH_00518,Quality Check (Raw Material),2023-09-30 14:57:10.729418,Warehouse Staff 1,4675
BATCH_00518,Storage (Raw Material),2023-09-30 16:48:17.080421,Worker A,4675
BATCH_00518,Material Allocation,2023-09-30 17:24:58.465434,Warehouse Staff 1,4675
BATCH_00518,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,4675
BATCH_00518,In-Process Quality Check,2023-10-01 00:31:22.893454,Warehouse Staff 1,4675
BATCH_00518,Assembly/Packaging,2023-10-01 04:18:29.477858,Warehouse Staff 1,4675
BATCH_00518,Final Quality Check,2023-10-01 05:15:02.745087,Machine X,4675
BATCH_00518,Storage (Finished Goods),2023-10-01 08:01:19.578444,Machine Y,4675
BATCH_00518,REWORK_Order Fulfillment,2023-10-01 09:57:25.336193,Warehouse Staff 1,4675
BATCH_00518,Order Fulfillment,2023-10-01 11:55:07.151934,Machine Y,4675
BATCH_00518,Shipment,2023-10-01 12:45:35.367302,Worker A,4675
BATCH_00519,Raw Material Arrival,2023-09-30 19:57:02.108520,Machine X,4760
BATCH_00519,Raw Material Arrival,2023-09-30 20:04:19.670296,Warehouse Staff 1,4760
BATCH_00519,REWORK_Quality Check (Raw Material),2023-09-30 20:45:50.612382,Worker A,4760
BATCH_00519,Raw Material Arrival,2023-09-30 21:15:49.474029,Warehouse Staff 1,4760
BATCH_00519,Quality Check (Raw Material),2023-09-30 22:13:51.502878,Worker A,4760
BATCH_00519,Storage (Raw Material),2023-09-30 23:46:27.293642,Worker A,4760
BATCH_00519,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,4760
BATCH_00519,Material Allocation,2023-10-01 00:12:44.241570,Machine Y,4760
BATCH_00519,In-Process Quality Check,2023-10-01 00:38:11.253048,Machine X,4760
BATCH_00519,Assembly/Packaging,2023-10-01 02:19:35.614582,Worker A,4760
BATCH_00519,Final Quality Check,2023-10-01 03:13:56.663790,Warehouse Staff 1,4760
BATCH_00519,Storage (Finished Goods),2023-10-01 05:14:55.497346,Worker A,4760
BATCH_00519,Order Fulfillment,2023-10-01 05:35:47.571367,Worker B,4760
BATCH_00519,Shipment,2023-10-01 06:14:33.340426,Machine Y,4760
BATCH_00520,Raw Material Arrival,2023-09-30 21:05:57.711948,Worker A,1795
BATCH_00520,Raw Material Arrival,2023-09-30 21:22:58.734238,Machine X,1795
BATCH_00520,REWORK_Quality Check (Raw Material),2023-09-30 22:00:27.121958,Warehouse Staff 1,1795
BATCH_00520,Raw Material Arrival,2023-09-30 22:08:24.403602,Worker B,1795
BATCH_00520,Quality Check (Raw Material),2023-09-30 22:46:52.119582,Machine X,1795
BATCH_00520,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,1795
BATCH_00520,Storage (Raw Material),2023-10-01 00:20:38.514306,Worker B,1795
BATCH_00520,In-Process Quality Check,2023-10-01 00:35:44.215217,Worker B,1795
BATCH_00520,Material Allocation,2023-10-01 00:46:12.987337,Machine Y,1795
BATCH_00520,Assembly/Packaging,2023-10-01 03:59:24.457841,Machine Y,1795
BATCH_00520,Final Quality Check,2023-10-01 04:40:03.006181,Worker B,1795
BATCH_00520,Storage (Finished Goods),2023-10-01 07:26:16.257917,Warehouse Staff 1,1795
BATCH_00520,Order Fulfillment,2023-10-01 08:17:58.510298,Worker A,1795
BATCH_00520,Shipment,2023-10-01 09:17:36.965557,Machine Y,1795
BATCH_00521,Raw Material Arrival,2023-09-30 21:01:38.817870,Worker B,4832
BATCH_00521,Raw Material Arrival,2023-09-30 21:30:18.950057,Warehouse Staff 1,4832
BATCH_00521,Quality Check (Raw Material),2023-09-30 22:29:49.198823,Warehouse Staff 1,4832
BATCH_00521,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,4832
BATCH_00521,Storage (Raw Material),2023-10-01 00:24:33.471220,Worker A,4832
BATCH_00521,Material Allocation,2023-10-01 00:44:06.679128,Machine Y,4832
BATCH_00521,In-Process Quality Check,2023-10-01 00:55:12.569672,Warehouse Staff 1,4832
BATCH_00521,REWORK_Assembly/Packaging,2023-10-01 03:38:17.304273,Worker B,4832
BATCH_00521,Assembly/Packaging,2023-10-01 05:05:00.326026,Warehouse Staff 1,4832
BATCH_00521,Final Quality Check,2023-10-01 05:30:55.243397,Machine X,4832
BATCH_00521,Storage (Finished Goods),2023-10-01 07:21:57.653747,Warehouse Staff 1,4832
BATCH_00521,Order Fulfillment,2023-10-01 07:52:55.653606,Worker A,4832
BATCH_00521,Shipment,2023-10-01 08:21:51.820899,Worker A,4832
BATCH_00522,Raw Material Arrival,2023-09-30 16:57:28.626989,Warehouse Staff 1,2636
BATCH_00522,Raw Material Arrival,2023-09-30 17:22:08.970129,Machine Y,2636
BATCH_00522,Quality Check (Raw Material),2023-09-30 18:12:49.792424,Worker A,2636
BATCH_00522,Storage (Raw Material),2023-09-30 20:02:59.545335,Worker A,2636
BATCH_00522,Material Allocation,2023-09-30 20:28:07.616336,Worker A,2636
BATCH_00522,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,2636
BATCH_00522,In-Process Quality Check,2023-10-01 00:45:47.929058,Warehouse Staff 1,2636
BATCH_00522,REWORK_Assembly/Packaging,2023-10-01 04:21:16.588416,Worker A,2636
BATCH_00522,REWORK_Assembly/Packaging,2023-10-01 06:04:40.667198,Machine X,2636
BATCH_00522,Assembly/Packaging,2023-10-01 09:52:54.961129,Machine Y,2636
BATCH_00522,Final Quality Check,2023-10-01 10:18:09.985235,Warehouse Staff 1,2636
BATCH_00522,Storage (Finished Goods),2023-10-01 13:03:53.343494,Worker B,2636
BATCH_00522,Order Fulfillment,2023-10-01 14:31:40.336032,Warehouse Staff 1,2636
BATCH_00522,Shipment,2023-10-01 14:50:47.273197,Machine Y,2636
BATCH_00523,Raw Material Arrival,2023-09-30 14:08:57.251717,Machine X,971
BATCH_00523,Raw Material Arrival,2023-09-30 14:32:09.703177,Worker A,971
BATCH_00523,Quality Check (Raw Material),2023-09-30 15:01:00.569136,Machine Y,971
BATCH_00523,Storage (Raw Material),2023-09-30 15:34:00.008346,Machine Y,971
BATCH_00523,Material Allocation,2023-09-30 16:12:46.238441,Machine Y,971
BATCH_00523,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,971
BATCH_00523,REWORK_In-Process Quality Check,2023-10-01 00:26:36.949283,Warehouse Staff 1,971
BATCH_00523,In-Process Quality Check,2023-10-01 01:38:52.603305,Worker A,971
BATCH_00523,Assembly/Packaging,2023-10-01 03:12:47.463768,Machine X,971
BATCH_00523,Final Quality Check,2023-10-01 04:01:29.290101,Warehouse Staff 1,971
BATCH_00523,Storage (Finished Goods),2023-10-01 06:15:47.687315,Machine Y,971
BATCH_00523,REWORK_Order Fulfillment,2023-10-01 08:43:49.470200,Warehouse Staff 1,971
BATCH_00523,Order Fulfillment,2023-10-01 11:11:35.881018,Machine X,971
BATCH_00523,Shipment,2023-10-01 11:45:15.872837,Worker B,971
BATCH_00524,Raw Material Arrival,2023-09-30 15:03:30.763525,Machine Y,4595
BATCH_00524,Raw Material Arrival,2023-09-30 15:32:35.014683,Warehouse Staff 1,4595
BATCH_00524,Quality Check (Raw Material),2023-09-30 16:16:08.886985,Worker B,4595
BATCH_00524,Storage (Raw Material),2023-09-30 18:14:38.190535,Machine X,4595
BATCH_00524,Material Allocation,2023-09-30 18:53:26.867592,Machine Y,4595
BATCH_00524,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,4595
BATCH_00524,In-Process Quality Check,2023-10-01 00:39:26.069923,Worker A,4595
BATCH_00524,Assembly/Packaging,2023-10-01 03:21:59.703638,Machine X,4595
BATCH_00524,REWORK_Final Quality Check,2023-10-01 04:07:13.672646,Worker B,4595
BATCH_00524,Final Quality Check,2023-10-01 05:16:43.378941,Worker B,4595
BATCH_00524,Storage (Finished Goods),2023-10-01 06:43:24.025821,Warehouse Staff 1,4595
BATCH_00524,Order Fulfillment,2023-10-01 08:32:58.592711,Warehouse Staff 1,4595
BATCH_00524,Shipment,2023-10-01 09:04:03.841581,Machine X,4595
BATCH_00525,Raw Material Arrival,2023-09-30 12:59:52.141399,Worker A,2614
BATCH_00525,Raw Material Arrival,2023-09-30 13:26:55.017189,Machine Y,2614
BATCH_00525,Quality Check (Raw Material),2023-09-30 14:26:07.173365,Machine X,2614
BATCH_00525,Storage (Raw Material),2023-09-30 16:13:47.133835,Worker A,2614
BATCH_00525,Material Allocation,2023-09-30 16:42:29.102709,Warehouse Staff 1,2614
BATCH_00525,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,2614
BATCH_00525,In-Process Quality Check,2023-10-01 00:26:09.328735,Warehouse Staff 1,2614
BATCH_00525,Assembly/Packaging,2023-10-01 03:28:22.120275,Machine X,2614
BATCH_00525,Final Quality Check,2023-10-01 04:04:54.432534,Machine X,2614
BATCH_00525,Storage (Finished Goods),2023-10-01 06:29:55.848525,Worker B,2614
BATCH_00525,Order Fulfillment,2023-10-01 07:49:36.150715,Machine X,2614
BATCH_00525,Shipment,2023-10-01 08:36:51.104919,Machine Y,2614
BATCH_00526,Raw Material Arrival,2023-09-30 17:59:28.947274,Machine Y,4108
BATCH_00526,Raw Material Arrival,2023-09-30 18:20:05.292310,Worker B,4108
BATCH_00526,Quality Check (Raw Material),2023-09-30 18:51:15.876118,Machine Y,4108
BATCH_00526,Storage (Raw Material),2023-09-30 20:06:29.557402,Worker B,4108
BATCH_00526,REWORK_Material Allocation,2023-09-30 20:42:41.030789,Warehouse Staff 1,4108
BATCH_00526,Quality Check (Raw Material),2023-09-30 21:00:45.719518,Machine Y,4108
BATCH_00526,Storage (Raw Material),2023-09-30 22:13:31.435079,Warehouse Staff 1,4108
BATCH_00526,Material Allocation,2023-09-30 22:36:08.296739,Warehouse Staff 1,4108
BATCH_00526,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,4108
BATCH_00526,REWORK_In-Process Quality Check,2023-10-01 01:18:52.104899,Warehouse Staff 1,4108
BATCH_00526,In-Process Quality Check,2023-10-01 02:45:52.397064,Worker A,4108
BATCH_00526,Assembly/Packaging,2023-10-01 05:47:38.306677,Machine X,4108
BATCH_00526,Final Quality Check,2023-10-01 06:10:48.661036,Worker B,4108
BATCH_00526,Storage (Finished Goods),2023-10-01 07:57:40.264352,Worker A,4108
BATCH_00526,Order Fulfillment,2023-10-01 10:17:12.917890,Worker A,4108
BATCH_00526,Shipment,2023-10-01 11:01:38.274853,Warehouse Staff 1,4108
BATCH_00527,Raw Material Arrival,2023-09-30 15:56:39.718238,Machine Y,2008
BATCH_00527,Raw Material Arrival,2023-09-30 16:03:17.868936,Warehouse Staff 1,2008
BATCH_00527,Quality Check (Raw Material),2023-09-30 16:55:04.533354,Machine X,2008
BATCH_00527,Storage (Raw Material),2023-09-30 18:51:19.332398,Worker A,2008
BATCH_00527,Material Allocation,2023-09-30 19:13:10.983766,Warehouse Staff 1,2008
BATCH_00527,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,2008
BATCH_00527,In-Process Quality Check,2023-10-01 00:45:31.518995,Worker A,2008
BATCH_00527,REWORK_Assembly/Packaging,2023-10-01 03:37:49.386725,Machine Y,2008
BATCH_00527,Assembly/Packaging,2023-10-01 05:51:22.591058,Worker A,2008
BATCH_00527,Final Quality Check,2023-10-01 06:29:01.487971,Worker A,2008
BATCH_00527,Storage (Finished Goods),2023-10-01 07:42:46.885671,Machine Y,2008
BATCH_00527,Order Fulfillment,2023-10-01 08:29:26.200396,Machine X,2008
BATCH_00527,Shipment,2023-10-01 08:46:49.258961,Worker B,2008
BATCH_00528,Raw Material Arrival,2023-09-30 16:20:23.617227,Worker B,4275
BATCH_00528,Raw Material Arrival,2023-09-30 16:28:51.427886,Worker B,4275
BATCH_00528,Quality Check (Raw Material),2023-09-30 16:46:40.180705,Machine Y,4275
BATCH_00528,Storage (Raw Material),2023-09-30 18:26:29.647981,Warehouse Staff 1,4275
BATCH_00528,Material Allocation,2023-09-30 18:43:28.093355,Warehouse Staff 1,4275
BATCH_00528,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,4275
BATCH_00528,In-Process Quality Check,2023-10-01 00:36:14.607004,Worker A,4275
BATCH_00528,Assembly/Packaging,2023-10-01 04:01:46.568277,Warehouse Staff 1,4275
BATCH_00528,Final Quality Check,2023-10-01 04:41:41.191745,Warehouse Staff 1,4275
BATCH_00528,Storage (Finished Goods),2023-10-01 07:10:31.518275,Worker B,4275
BATCH_00528,REWORK_Order Fulfillment,2023-10-01 07:37:31.408150,Worker A,4275
